text,label
kasih jerah ,0
cocok keributan indonesia damai ,0
iya wna ngajak demo ,0
pemerintah pintu rapat rapat indonesia bikin gaduh ,0
enak ajaa rakyat kesusahan rumah ,0
penggemar negara tuk negara masi tembak mati susah makan bikin ,0
pulangin ,0
biar indonesia negara tolong indonesia ricuh negara ,0
masuk wni indonesia ,0
bikin negara ,0
kirim susah beban ,0
orang suaka bikin biarkan ,0
negara negeri orang bikin ribut ,0
nga orang bikin ,0
serah rakyat biar cepat ,0
kaya ny era presiden sya  lahir iya ,0
tangkep biar jerah demo2 negara biar damai ,0
pulang pusing beban ,0
penggemar wni gaduh ,0
susah pulang ,0
negara ,0
bikin gaduh deportasi gaduh ,0
agama aturan berani melawan aparat ,0
deportasi negara ,0
tamu ,0
 orang dpr mpr pemerintah ,0
angkut bkin ribut ,0
perahu ,0
bawa bawa negara asal ,0
petugas ,0
aparat bikin ribut ,0
orang negeri orang pribumi jongos negeri indonesia  rakyat  lihat rakyat pribumi  ,0
woe pemerintah ko tampung wna ,0
kirim ,0
negara berani orang sok ,0
 negara  tanah air  ,0
orang negara demo demo ilegal demo cepat pergi indonesia bikin ,0
z afgan ,0
orang negara ,0
negeri nilai nilai tali ,0
ratakan ,0
orang bikin ,2
indonesia menerima orang orang berulah ,0
setuju hidup ,2
bikin gaduh orang pulang ,1
masuk iya ,1
indonesia ,1
tertib negara negara tertib ,2
suaka jalan rumah deh pakai demo warga  ,2
kadrun tepok tangan lihat ,0
aturan mari ,0
iya negara ,0
ko bikin indonesia ,0
si cari ,0
langgar ppkm ,0
calon2 bangsa bikin hadehh ,0
demo negara orang ,0
bikin mau bikin deportasi ,0
afghanistan ,0
ribut negara bangsa ,0
penggemar tdak ,0
bikin negara indonesia manusia ,0
tolong kasian ,2
penggemar masukkan urusin orang ,0
tamu bikin ribut kirain ribut ,0
prokes covid ,2
pulang pergi negara ny masi bingung ,1
orang hidup negara ajah negara tuman ,0
indonesia rakyat uang tuk bikin negara ,2
demo x ,0
manusia terima kasih ,0
cina aman penduduk ,1
klau sja negara ko bikin ,1
pakai pakai ,0
tangkap indonesia ,0
kapal dibawa pulau alihkan tujuan selesai ,0
demo tugas aparat melindungi pendemo presiden bantuan sembilan bahan pokok ,0
indonesia bikin keributan bikin ribut iya ,0
angkut orang orang bikin negara w ,0
hati jantung kirim sja indonesia hidup garis ,0
demo negara batur ,0
pulang ,0
g ,0
pendukung taliban melindungi pendukung taliban indonesia afgan ,0
deportasi ,0
wna masuk urusan pemerintah ,0
penggemar level ,0
salah pemerintah control ,0
kasih kalok selesai ,0
pendemo aturan ,0
cari suaka negeri orang sopan bikin onar ajar aparat keras ,0
orang melawan polisi negara indonesia ,0
penggemar onar negara indonesia indonesia terbuka indonesia ,0
negara  manusia da tolong mala ,0
penggemar indonesia ,0
rumah chaplin ,0
nama masyarakat ber allah mencari keselamatan negara negara indonesia negara  ,2
l kovid selesai bos ,0
salah demo iya ,0
sono biar taliban urus ,0
kasih kasih ongkos pulang ,0
pulang demo ,0
lawan ,0
penggemar   ,1
naikan laut lepaskan ,0
orang cari ,0
 bikin gaduh negeri orang ,0
wna ,0
covid ,0
caplin woyy ,0
saudi terima ,0
kelaut saudara ,0
 masuk mikirin ,0
penghianat bangsa muncul wna ,0
balikin negara  selesai ,0
indonesia susah ,0
lep ,0
rakyat ,0
contoh ppkm iya bos ,0
tangkap negara ,0
giliran orang cina masuk indonesia diem ,0
negara indonesia ,0
pulangin negara bikin ,0
penggemar bawa masuk tanggung ,0
bikin ,0
nyusahin negara ,0
we  ,0
caplin ,0
kasih bikin heboh  ngajak tawuran mati tu orang anak ,0
pendemo  demo ,0
pulang pulang pendemi ,0
biang memprovokasi polisi tangkap memprovokasi berani demo negara orang ,0
lohh ko ricuh negara melawan aparat negeri ,0
bikin ribut ny orang ,0
pulang ajah dipaksa ajah ,0
ngak pulang negara  ,0
terima orang klu covid ,0
urus jualan ,0
afghanistan tka kroni afghanistan ,0
taro papua msi ,0
enak taro papua mang papua tanah merusak papua kah ,0
tana ,0
iya tanah orang papua ngak tampung rumah mu ,0
loo urusin tana ,0
iya tanah bangsa indonesia tanah orang urusan ,2
habis ,1
tolong ,0
urusin rakyat indonesia susah ,0
angkut  balikin negara ,0
lihat corona ,0
tidur ,0
anak ular ular ,0
hilang hati orang hidup tangan spandukbanner uang spandukbanner  ,2
ketularan orang indonesia orang suka demo  tertawa anjing ,0
orang diusir indonesia parah ,0
kembalikan asal ,0
indonesia sopan sopan iya terima kasih ,2
indonesia sllu demo ,0
demo ,0
buka ,0
bikin ribut indonesia negara ,0
tampung tu ,0
mamarika donk mamarika ham ,0
penggemar negara bikin negeri enak ,0
demo orang bagus kolam ,0
ngk negara negeri ,0
pikir negara ,0
lohh ko masuk ,0
balikin ,0
demo negara indonesia sikat ,0
demo ko negara pakai untung kasih negara ajah bayar negara kasih bikin ,0
polisi indonesia saudara pendemo ,0
negara calon2 rekrut pulangin ,0
urusan kemanusiaan coba saudara ,2
pulangin negara asal biar nama ,0
terima bayar masuk ,0
warga negara manusia biarkan ,2
aparat  ,0
pendatang ,0
suru rumah ny kalla ,0
pulang asal bikin ,0
bendera  ,0
kayak demo indonesia ,0
masyarakat indonesia kesusahan kali ,0
ngk masuk yaman pusing lihat  ,0
pola negara ,0
kirim negarax bkin dor ,0
balikin adik ,0
kalla ,0
baku hantam orang ,0
negara aparat ,0
garing garing garing ,0
penggemar tali ngibulin ,0
syukur indonesia susah pulang warga masing2 hati jantung ,0
mati pulang makan susah hutang sono hutang gara gara ppkm ,0
kirim pulang nama pendatang biarkan ,0
semoga mengungsi anggota ,0
polisi deh bawa makan taliban ,0
negara indonesia covid ,0
orang suka bikin ,0
polisi indonesia ,1
tampung gaji ribu free rumah free ,0
hati hati indonesia taliban ,0
kasihan ,0
cocok kelaut ,0
injak ,0
negara orang main pribumi pusing ngajak agama seenak jidat taliban dor pulang ,0
tangkap tendang afghanistan biar taliban afghanistan negara ricuh negara orang terima kasih indonesia seharus  ricuh negara  ,0
kali ,0
coba kasih keluarga salah rumah pendemo ,0
saudara ,0
laut negara orang aturan ,0
rakyat susah ,0
aturan indonesia negara kemanusiaan indonesia tujuan ,2
 demo ,0
sopan ber hajar indonesia keras ,0
pemerintah ,0
pemerintah bikin pulau kemanusiaan negara menerima ppkm  ,2
 taliban kah ,0
tangkap ,0
negara pintu virus virus masuk negeri negeri masuk it tangkap deportasi ,0
indonesia indonesia pakai prosedur ,0
tangkap jngn ganggu ,0
selesai selesai menunggu pandemi demo orang pribumi pusing ,0
negara orang hidup ,0
manusia bgitu deh berani negara ,0
mantap angkut injak ,0
pulangkn ,0
ppkm rakyat indonesia sahaja orang sahaja warga anak anak anak bangsa anak ,0
untung bikin onar ,0
suaka layak lha suaka ,0
kasian jokowi ,1
tembak orang ,0
negara mu ,2
cocok ,0
 negara masuk negara bikin negara deh a a ganggu negara uang berkuasa deh yaa jalan mulus ,0
bubarkan klau bikin ,0
terima bos bos ku ,0
hh hh hilang pendemo indonesia ee mantap mantap mantap pemerintah ku tercinta ,0
pilihan allah indonesia hancurkan indonesia ,2
thaliban masuk ,0
berita berita thaliban ,0
hajar kasih iya takut ,0
woi warga pusing warga presiden  ,0
unjuk berusaha enak banget ,0
orang kerja indonesia saudara indonesia nyusahin eh onar negara kerja iya  ,0
negara bikin indonesia ,0
tu orang ,0
calon ,0
woe ,0
polisi kembalikan afghanistan warga demo indonesia hak indonesia bikin ricuh  ,1
deh  lawan aparat taliban warga negara tu manusia ,0
sia ,0
pulangin  ,0
hak pemerintah bunuh ,0
sikat ,0
warga indonesia kepala  ,0
biang kerok muncul taliban ,0
polisi indonesia lawan ,0
produk negeri ,2
sopan  demo negeri batur ,0
bodoh mu agama agama pergi ,0
dibawa masuk indonesia kaum negeri ,0
nama saudara ,0
tangkap bikin gaduh ,0
kirim pulang pakistan biarin ,0
ayolah warga ,0
banget ,1
negeri negara  indonesia ,0
kembalikan ,0
hati hati penyusup taliban suaka indonesia yaman iya ,0
demo sono ,0
covid tertawa ,0
masuk ,0
wni ,0
tangkap polisi ,0
bikin demo ,0
asal ,0
negeri bikin hidup negeri orang aturan pemerintah indonesia keributan negara orang bikin pulang sja  ,0
warga afghanistan cari suaka indonesia demo beban berat pemerintah  ,0
 ,0
kadrun ,0
calon negara ,0
pendatang ajar hidup ,0
orang taliban mati penjajah penjajah suaka negara kaum alias abu abu terima warga negara  ,0
tembak makmur taliban rakyat cari suaka negara waras taliban agama ,0
bikin ribut lbh biar taliban ,0
manusia ,0
ajar orang imigran tampung bikin gaduh  ,0
bikin orang ,0
hh ,1
kasian ,1
negara orang ,0
langsung diusir pol ,0
bangsa cepat mengambil pemerintah ,2
penggemar masuk terima sopan cari  ,1
kembalikan  biar kebakan teroris masyarakat kasihan terima kasih ,1
hati hati ,1
bikin gaduh ,1
pakai air mata tuman ,0
afghanistan indonesia ,1
suaka indonesia indonesia suaka status suaka butuh  ,1
urus negara ,1
teroris negara pemerintah negara ,1
pulau biar hidup ,1
cina fasilitas cina deh masuk layak ,0
lihat cina karyawan orang cina ,0
cina cina orang cina ,0
tulang ,0
beli cina ,0
beda bangeet kekacauan  ,1
donk ,1
iya maaf cina ,0
orang waras lbh orang ,0
cina orang kerja orang cina indonesia pulang indonesia berprestasi nama  ,2
hh belajar iya ,1
lho suka gede ,0
jowo jowo kari kari ,0
selamat negeri orang orang bawa orang orang daerah aman ,2
monyet bergelantungan majune ketinggalan onani dadi negorone domba ket mbiyen onani juara dunia ,0
data saudara jiwa ,0
tka saudara dpr g nonton saudara ,1
 cina rata2 cina ekonomi karyawan orang cina cina pejuang pakai ,0
mu jaman ,1
orang rumah ,1
iya cina bawa uang ,1
fungsi ,1
iya beda sm indonesia lapangan pekerjaan  orang cina  sm  ,0
dadi bodoh minteri sg bodoh ora kanggo ora ,1
dadi minteri ora kanggo sg iya ,1
iya ulang orang watak  negara rawan beresiko penyusup negara negara  ,0
afghanistan indonesia warga afghanistan indonesia rakyat ,1
pekanbaru riau penduduk  ,1
kasih ,1
negara indonesia aturan indonesia ,1
melawan kasih indonesia ,2
ngak suka suka isu ,2
si sakit ,1
transport pahlawan hancurkan bayar harga mati semangat ,2
ma anak g bayar mang negara ,0
urusan pakai panser ,1
pakai panser harga ,1
penduduk kalangan kalangan masyarakat negeri ,2
takut ketahuan lho ,0
penggemar berat hati mengaku ,0
kena hati ,1
terimakasih anies stasiun cawang diintegrasikan stasiun cawang terintegrasi busway tj jalan ,2
  bangun biar bangun  sia sia ,2
dilaksanakan ,1
jokowi diintegrasikan anis pemimpin indonesia ,2
anies ,2
covid pakai transportasi ,1
iya sehat iya ,1
jokowi bangun ,1
jokowi gubernur dki ,1
berani ,0
bayar  iya maaf ,1
terima kasih harapan orang indonesia terima kasih harapan ,2
masya allah ,2
terima kasih anies kerja pemimpin indonesia jawa  ,2
kasian busway masyarakat nama orang berkepentingan busway ngk ngk  ,1
bikin aturan anies anies tertawa ikutin g ikutin pemerintah ,1
penggemar berat sabar kepentingan virus corona patuh aturan ,1
indah menikmati integrasi stasiun rawa terminal rawa stasiun terminal ,2
subhanallah the best ,2
gubernur anies baswedan semoga keluarga lindungan allah iya robbal ,2
aamiin ,1
mantap lanjutkan allah ,2
penggemar anak ,1
zaman ,1
penggemar berat iya p anies ,1
anak kayak yaa ,1
penggemar berat iya ,1
nama pemimpin semoga anies keselamatan kota kedepan nama indonesia ,2
sejarah gubernur ,1
 ,1
maju kota mantap presiden ,2
kemarin lihat langsung banget ,2
selesai iya terima kasih anies tim stasiun integrasi csw pandemi hati csw anak suka  ,2
usul halte busway tj pancoran sisi arah halte tj  flyover persis halte tj pancoran sisi arah halte flyover bikin  ,2
semoga sehat iya presiden pakai rakyat engkau negeri berprestasi ajah ,2
masyaallah indah kota ,2
kotoran kotoran ,2
pemimpin ,2
stasiun diintegrasikan moda maju transportasi ,2
penggemar gubernur warga ,2
generasi muda kedepan ,2
sabar ,2
kali bagus usul anis ,2
menikmati gubernur sehat keluarga ,2
the ri semoga allah senantiasa melindungi keluarga ,2
tolong moda tj ,2
maju kota terima kasih ,2
orang kinerja  kayak ,1
mantap the best indonesia ,2
mantap calon presiden ,2
moda transportasi ,2
banget lihat  indah ,2
mashaallah negeri dki transportasi terintegrasi mantap semoga allah senantiasa urusan ,2
aamiin yra ,2
ngopi ,1
pamer pamer ,1
besi ,1
kena harapan berkah om ,2
terimakasih ,2
semoga sehat ,2
masyaallah semoga berkah maju doa pemerintah daerah dki ,2
gubernur rakyat semoga diamanahi jabatan presiden biar sehat sehat anis aamiin ,2
anis the ri ,2
pemimpin pemimpin indonesia pandai menata pandai menata ,2
negeri berani  pemimpin  ,1
suka anies banget ,1
semoga ,2
mari bantu beliau doa ,2
allah penggemar gubernur dki deh mundur ,1
penggemar berat mari mencari ,1
kerja p anies semoga medarkan masyarakat hidup negeri ,2
sadar pemimpin dn rakyat dn kelompok ,2
subhanallah indah semoga allah menjaga pemimpin negeri obat indonesia presiden indonesia ,2
aamiin yaa rabbal aalamiin ,2
penggemar berat aamiin ,2
semoga iya diamanahi biarkan  ,2
transportasi lbh pakai transportasi transportasi ,2
kayak layak kota job kerja ,2
kinerja rakyat ,1
sertifikat vaksin anak vaksin tanggal fatmawati sertifikat vaksin tanggal  ,1
  bangeet pandemi yaa ,1
selesai tolong anis si ,2
level presiden bagus ,1
semoga stasiun stasiun halte pindah moda transportasi ,2
muda kerja ,1
daerah situ situ stasiun pikir ppkm selesai iya ,1
penggemar beratkeren anu tujuan indonesia anu mantap ,2
kota mantab ,2
penggemar sabar  kayak bagus foto foto ,1
masuk fatmawati turun lantai lantai ,1
halte  ,1
jalan sehat ,1
berat ri kebijakan pergub sertifikat vaksin situ kecewa banget pergub kaya  ,1
anis ,1
donk bagus pusat terima kasih ,1
buka buka iya ,1
negeri ,1
internasional pemerintah daerah  ,1
coba deh halte mayestik turun  ,1
 the best baswedan ,2
stasiun diintegrasikan ,2
ah setuju ,2
sehat sehat ,2
 dunia ,2
anis daerah donk ,2
kirain kota  bagus ,1
sya trans  asli banget or  asli banget ,1
penggemar berat  kah ,1
penggemar berat iya  ,1
sich sya kerja bilang bawa jualan sich  semoga ,2
penggemar berat semoga iya aamiin ,2
aminn iya robbal alamin ,2
bangga orang kota  cantik maju indah ,2
seumur hidup kepanjangan csw cakra selaras wahana ,1
kepanjangan csw cakra selaras wahana ,1
anis bagus nama ajah ,2
terimakasih the gubernur indonesia ,2
the best ,2
mantap ,2
zaman turun anak muda coba lihat orang ,1
anak csw ,1
stasiun busway al azhar stasiun al azhar ,1
uang orang pinggir jalan makan beli orang kerja  ,1
serius kirain hilang kereen masya allah ,2
layak gubernur ,2
foto ppkm coba normal kaya ,1
semoga allah senantiasa aamiin ,2
aamiin yaa ,2
tangan anis indonesia anis ,2
 mundur layak gubernur  ,0
jabat ,1
semoga kota2 biar indah ,1
penggemar berat banget anis ,2
bang calon pemimpin semoga kerja gubernur ,2
masya deh persis semoga anis sllu tugas semoga sukses ,2
kerja ,2
sehat presiden indonesia anies ,2
kecewa banget ngefen banget buli saudara sukses aniestapi kecewa kebijakan belajar ancam guru vaksinpadahal anak  ,1
siti ona keterangan anak pekit ny mmng pekit ,1
berani g rumah pakai vaksinpadahal sakit g g  ,1
siti ona pakai sertifikat keterangan vaksin keterangan anak pekit ,1
lihat anies buli ngefen aniestapi kebijakan anies kali ,1
siti ona ny ,1
lapangan beda kelurahan pakai kartu vaksin bust ambil miris janda g kasih makan ambil kartu  ,1
siti ona lapangan bantuan pakai kartu vaksin ,1
berani  pusat bukti ,1
iya sekolah vaksin sakit ancam g belajar g kebijakan  ,1
iya warga tim sukses anis anies lon gubernur ,1
bilang sekolah mengerti bawa keterangan mh mmng ny ambil bukti anak sekolah dimana ,1
iya warga tim sukses anies ko beliyau lon anies pemilihan kepala daerah iya orang ,1
iya asli beliyau hati  amanah bust ,1
 jngn bukti ,1
iya semoga beliyau mengerti warga masyarakat  banget warga  masyarakat beda beda kebijakan  ,1
beliyau beliyau masyarakat  ,1
iya lihat anies mengerti masyarakat anies ko warga semoga anies amanah dn ,1
sekolah buka vaksin ,1
buka virus hilang vaksin virus iya kasih ,2
iya kasih aturan ,1
semoga ppkm biar ,2
an fasilitas transportasi mobil  pergi pulang ,1
maasyaallaah keras kerja kerja tuntas kerja ,2
uang masuk  biar jalan  ,1
the the ,2
stasiun kakak ,1
terimakasih anies ,2
sadar anies gubernur halte pakai anies gubernur ,2
mantab anies polisi tolong ganti ,2
pemerintah daerah peduli pekerjaan pekerjaan ,1
aparat manusia normal cari mencari uang ,1
salah transport ,2
penggemar kendaraan kendaraan ,1
mantap kerja ,2
csw cakra selaras wahana ,1
banget anies sya allah kota dunia ,2
mantap iya ,2
kah air dki biar air masuk tanah ,1
iya bagus ,1
fasilitas transportasi ,2
masyaallah ,2
kereen enak ,2
dki ,1
es ngak ,1
situ bikin kayak ,1
gubernur beliau ,2
terimakasih gubernur csw nama  ,2
terima kasih ,2
maju kota terima kasih gubernur tim ,2
gubernur iya ,0
serius kirain ,2
mari mari turun ,1
kirain gubernur ,2
masuk berita ,1
gubernur ,2
pemimpin dana disuruh anies ,1
kota anies indah semoga beliau sehat lindungan allah swt aamiin iya allah ,2
halte mayestik muda sanggup trans  ,1
transportasi busway terimakasih pemerintah dki ppkm vaksin ,1
cantik kota si corona barakallah anies ,2
mantap kereen cantik bangga bangun anak2 negeri pemerintah dki ,2
kah presiden negara internasional negara ,1
subhanallah beliau indonesia anis ,2
allah  ,2
anies ayo indah maju maju dunia jabatan biar presiden indonesia aamiin ,2
penduduk dki warga negara  ,1
kota kaum kaum rakyat susah negara ,1
covid anies semoga allah swt aamiin ,2
mashaallah berkarya indonesia ,2
warga bangga anies pandai menata kota ,2
masyaallah dki ,2
kerja pakai visi iya visi ,1
bang terima kasih integrasi  ,2
bang  ,2
anis barakallah ,2
selesai ,2
aman tangan  ,2
busway ,1
indah ,1
gaji deh dibayar ,0
penggemar iya ,1
menunggu ,0
eh iya ,1
kota rakyat gubernur  ,2
allah anies semoga sehat berkarya ,2
bagus job bagus deh ,2
langsung lihat berita ,0
jawa kebutuhan ,1
penggemar beratkeren kali situ bilang banget halte berat orang busway halte csw ,2
indah terimakasih anies kerja keras ,2
penggemar p anies ,1
maasyaallaah ,2
sukses sllu ri ,2
kereen iya ,2
terimakasih presiden ku allah ,2
kereen ,2
agustusan bikin lomba lomba bertahan ,0
menang vaksin ,1
maling ayam habis maling ,1
susah keras kepala ,0
lho lho lomba ,1
samir ,1
contoh warga aturan ,1
lomba makan ,1
anjing ,0
samir praturan iya praturan mmbuat rakyat hilang ,1
lomba kelaparan menang vaksin mati ,0
samir masyarakat patuh paok orang masyarakat ,1
samir semangat ,1
samir bego dipiara kambing dipiara gemuk ,0
tangan iya mencari makan ,0
